t,x,signal,noise,A,f0,snr_db,sigma
0.0,0.9934276087224766,1.0,-0.006572391277523444,1.0,125.0,20,0.07071067811865475
0.001,0.754932095822393,0.7071067811865476,0.04782531463584534,1.0,125.0,20,0.07071067811865475
0.002,-0.07349713718875803,6.123233995736766e-17,-0.07349713718875808,1.0,125.0,20,0.07071067811865475
0.003,-0.7338804015557596,-0.7071067811865475,-0.02677362036921215,1.0,125.0,20,0.07071067811865475
0.004,-0.9676765710129853,-1.0,0.032323428987014645,1.0,125.0,20,0.07071067811865475
0.005,-0.6346168246917747,-0.7071067811865477,0.07248995649477302,1.0,125.0,20,0.07071067811865475
0.006,0.056001499267791466,-1.8369701987210297e-16,0.056001499267791646,1.0,125.0,20,0.07071067811865475
0.007,0.6879958532962969,0.7071067811865474,-0.019110927890250463,1.0,125.0,20,0.07071067811865475
0.008,0.9402493859057108,1.0,-0.05975061409428913,1.0,125.0,20,0.07071067811865475
0.009000000000000001,0.7791608268795445,0.7071067811865477,0.0720540456929968,1.0,125.0,20,0.07071067811865475
0.01,0.06615073479423965,3.061616997868383e-16,0.06615073479423934,1.0,125.0,20,0.07071067811865475
0.011,-0.6733671034142437,-0.7071067811865467,0.033739677772303016,1.0,125.0,20,0.07071067811865475
0.012,-0.9647741447127011,-1.0,0.03522585528729893,1.0,125.0,20,0.07071067811865475
0.013000000000000001,-0.6662800962778652,-0.7071067811865471,0.04082668490868196,1.0,125.0,20,0.07071067811865475
0.014,0.024603071748047,-4.286263797015736e-16,0.02460307174804743,1.0,125.0,20,0.07071067811865475
0.015,0.709226266979421,0.7071067811865466,0.002119485792874423,1.0,125.0,20,0.07071067811865475
0.016,1.003255442738385,1.0,0.003255442738385065,1.0,125.0,20,0.07071067811865475
0.017,0.7440544750946896,0.7071067811865472,0.03694769390814229,1.0,125.0,20,0.07071067811865475
0.018000000000000002,-0.158684711503593,5.51091059616309e-16,-0.15868471150359356,1.0,125.0,20,0.07071067811865475
0.019,-0.6829501019822867,-0.7071067811865465,0.024156679204259766,1.0,125.0,20,0.07071067811865475
0.02,-1.022023028727313,-1.0,-0.022023028727313192,1.0,125.0,20,0.07071067811865475
0.021,-0.747355902248146,-0.7071067811865474,-0.04024912106159863,1.0,125.0,20,0.07071067811865475
0.022,0.11404504229598945,-2.4499125789312946e-15,0.11404504229599191,1.0,125.0,20,0.07071067811865475
0.023,0.7669405854206081,0.7071067811865464,0.05983380423406168,1.0,125.0,20,0.07071067811865475
0.024,1.0449392132545392,1.0,0.04493921325453926,1.0,125.0,20,0.07071067811865475
0.025,0.5593009923441176,0.7071067811865475,-0.1478057888424299,1.0,125.0,20,0.07071067811865475
0.026000000000000002,0.16303238162242772,-9.803364199544708e-16,0.1630323816224287,1.0,125.0,20,0.07071067811865475
0.027,-0.6670134939371882,-0.7071067811865464,0.04009328724935813,1.0,125.0,20,0.07071067811865475
0.028,-1.0820752795123787,-1.0,-0.08207527951237867,1.0,125.0,20,0.07071067811865475
0.029,-0.664790834446201,-0.7071067811865476,0.04231594674034654,1.0,125.0,20,0.07071067811865475
0.03,-0.09287580811467176,-2.6948419387607653e-15,-0.09287580811466907,1.0,125.0,20,0.07071067811865475
0.031,0.722528685804835,0.7071067811865462,0.015421904618288719,1.0,125.0,20,0.07071067811865475
0.032,0.984378921829347,1.0,-0.015621078170652997,1.0,125.0,20,0.07071067811865475
0.033,0.6642959830299013,0.7071067811865476,-0.04281079815664629,1.0,125.0,20,0.07071067811865475
0.034,-0.006811541065977372,-7.354070601250002e-16,-0.006811541065976636,1.0,125.0,20,0.07071067811865475
0.035,-0.6762079760304964,-0.7071067811865461,0.03089880515604968,1.0,125.0,20,0.07071067811865475
0.036000000000000004,-1.0123605031074907,-1.0,-0.012360503107490692,1.0,125.0,20,0.07071067811865475
0.037,-0.7015733916482918,-0.7071067811865502,0.005533389538258462,1.0,125.0,20,0.07071067811865475
0.038,0.08786938415071971,-2.939771298590236e-15,0.08786938415072265,1.0,125.0,20,0.07071067811865475
0.039,0.6964923313179335,0.707106781186546,-0.010614449868612442,1.0,125.0,20,0.07071067811865475
0.04,0.9450212287065133,1.0,-0.05497877129348672,1.0,125.0,20,0.07071067811865475
0.041,0.8050908444477757,0.7071067811865503,0.09798406326122537,1.0,125.0,20,0.07071067811865475
0.042,0.07223951908869926,-4.904777002955296e-16,0.07223951908869974,1.0,125.0,20,0.07071067811865475
0.043000000000000003,-0.7151354345653439,-0.707106781186546,-0.00802865337879793,1.0,125.0,20,0.07071067811865475
0.044,-0.8919676695957066,-1.0,0.10803233040429343,1.0,125.0,20,0.07071067811865475
0.045,-0.6901556095613792,-0.7071067811865529,0.0169511716251737,1.0,125.0,20,0.07071067811865475
0.046,-0.2007823851577267,-3.1847006584197066e-15,-0.2007823851577235,1.0,125.0,20,0.07071067811865475
0.047,0.6464878608909203,0.7071067811865434,-0.06061892029562315,1.0,125.0,20,0.07071067811865475
0.048,1.0290461038881322,1.0,0.029046103888132245,1.0,125.0,20,0.07071067811865475
0.049,0.571469098175952,0.7071067811865505,-0.13563768301059848,1.0,125.0,20,0.07071067811865475
0.05,-0.01648094359539065,-2.45548340466059e-16,-0.016480943595390405,1.0,125.0,20,0.07071067811865475
0.051000000000000004,-0.7281146109675299,-0.7071067811865458,-0.02100782978098418,1.0,125.0,20,0.07071067811865475
0.052000000000000005,-0.8493649040775052,-1.0,0.15063509592249483,1.0,125.0,20,0.07071067811865475
0.053,-0.7561516687329807,-0.707106781186553,-0.04904488754642765,1.0,125.0,20,0.07071067811865475
0.054,0.010349240053763562,-3.4296300182491773e-15,0.010349240053766992,1.0,125.0,20,0.07071067811865475
0.055,0.7758572269556351,0.7071067811865432,0.06875044576909187,1.0,125.0,20,0.07071067811865475
0.056,0.9738863267498769,1.0,-0.026113673250123117,1.0,125.0,20,0.07071067811865475
0.057,0.7167631693522484,0.7071067811865507,0.009656388165697692,1.0,125.0,20,0.07071067811865475
0.058,-0.034924206461062875,-6.189806365883577e-19,-0.034924206461062875,1.0,125.0,20,0.07071067811865475
0.059000000000000004,-0.6031684275006411,-0.7071067811865456,0.10393835368590441,1.0,125.0,20,0.07071067811865475
0.06,-1.0178730117564638,-1.0,-0.017873011756463834,1.0,125.0,20,0.07071067811865475
0.061,-0.7757971989083291,-0.7071067811865532,-0.06869041772177585,1.0,125.0,20,0.07071067811865475
0.062,0.14737765374066414,-3.674559378078648e-15,0.1473776537406678,1.0,125.0,20,0.07071067811865475
0.063,0.7562801428638221,0.707106781186543,0.049173361677279086,1.0,125.0,20,0.07071067811865475
0.064,0.9857089923170693,1.0,-0.014291007682930729,1.0,125.0,20,0.07071067811865475
0.065,0.7168691983769183,0.7071067811865508,0.009762417190367557,1.0,125.0,20,0.07071067811865475
0.066,-0.054327552496079824,2.443103791928823e-16,-0.05432755249608007,1.0,125.0,20,0.07071067811865475
0.067,-0.6721726116000127,-0.7071067811865455,0.0349341695865327,1.0,125.0,20,0.07071067811865475
0.068,-1.087453784595973,-1.0,-0.08745378459597303,1.0,125.0,20,0.07071067811865475
0.069,-0.5899018156177359,-0.7071067811865483,0.11720496556881248,1.0,125.0,20,0.07071067811865475
0.07,0.05460990710457379,-3.919488737908119e-15,0.054609907104577714,1.0,125.0,20,0.07071067811865475
0.07100000000000001,0.6874846496504243,0.7071067811865479,-0.01962213153612352,1.0,125.0,20,0.07071067811865475
0.07200000000000001,0.9805190792571635,1.0,-0.01948092074283651,1.0,125.0,20,0.07071067811865475
0.073,0.712075371854959,0.707106781186556,0.00496859066840298,1.0,125.0,20,0.07071067811865475
