t,x,signal,noise,A,f0,snr_db,sigma
0.0,0.9902986281607824,1.0,-0.009701371839217586,1.0,125.0,30,0.022360679774997897
0.001,0.7144584090945624,0.7071067811865476,0.007351627908014804,1.0,125.0,30,0.022360679774997897
0.002,-0.013893768683505272,6.123233995736766e-17,-0.013893768683505333,1.0,125.0,30,0.022360679774997897
0.003,-0.6842930249660463,-0.7071067811865475,0.022813756220501216,1.0,125.0,30,0.022360679774997897
0.004,-1.029480302007141,-1.0,-0.029480302007141083,1.0,125.0,30,0.022360679774997897
0.005,-0.7084338153386412,-0.7071067811865477,-0.0013270341520935328,1.0,125.0,30,0.022360679774997897
0.006,0.029187933054467863,-1.8369701987210297e-16,0.029187933054468047,1.0,125.0,30,0.022360679774997897
0.007,0.700075406549321,0.7071067811865474,-0.007031374637226308,1.0,125.0,30,0.022360679774997897
0.008,1.0052910335735001,1.0,0.005291033573500072,1.0,125.0,30,0.022360679774997897
0.009000000000000001,0.7256453591473335,0.7071067811865477,0.018538577960785823,1.0,125.0,30,0.022360679774997897
0.01,0.013269238286321844,3.061616997868383e-16,0.013269238286321539,1.0,125.0,30,0.022360679774997897
0.011,-0.7166149921535591,-0.7071067811865467,-0.009508210967012425,1.0,125.0,30,0.022360679774997897
0.012,-1.0082462299602375,-1.0,-0.008246229960237461,1.0,125.0,30,0.022360679774997897
0.013000000000000001,-0.7190094447158925,-0.7071067811865471,-0.011902663529345308,1.0,125.0,30,0.022360679774997897
0.014,-0.020700928099052447,-4.286263797015736e-16,-0.020700928099052017,1.0,125.0,30,0.022360679774997897
0.015,0.707864506187132,0.7071067811865466,0.0007577250005855089,1.0,125.0,30,0.022360679774997897
0.016,0.9831003904230888,1.0,-0.01689960957691121,1.0,125.0,30,0.022360679774997897
0.017,0.7214604709128383,0.7071067811865472,0.014353689726291075,1.0,125.0,30,0.022360679774997897
0.018000000000000002,-0.005911903425803857,5.51091059616309e-16,-0.005911903425804408,1.0,125.0,30,0.022360679774997897
0.019,-0.6826332256972911,-0.7071067811865465,0.024473555489255384,1.0,125.0,30,0.022360679774997897
0.02,-1.0134307987421114,-1.0,-0.01343079874211141,1.0,125.0,30,0.022360679774997897
0.021,-0.7215016737578405,-0.7071067811865474,-0.014394892571293156,1.0,125.0,30,0.022360679774997897
0.022,0.007139968385143381,-2.4499125789312946e-15,0.007139968385145831,1.0,125.0,30,0.022360679774997897
0.023,0.6742891073054033,0.7071067811865464,-0.032817673881143074,1.0,125.0,30,0.022360679774997897
0.024,1.0163571510692886,1.0,0.016357151069288565,1.0,125.0,30,0.022360679774997897
0.025,0.71244492640133,0.7071067811865475,0.005338145214782472,1.0,125.0,30,0.022360679774997897
0.026000000000000002,-0.015626819497429067,-9.803364199544708e-16,-0.015626819497428085,1.0,125.0,30,0.022360679774997897
0.027,-0.6839519107896881,-0.7071067811865464,0.023154870396858263,1.0,125.0,30,0.022360679774997897
0.028,-0.9805921754176532,-1.0,0.019407824582346796,1.0,125.0,30,0.022360679774997897
0.029,-0.6775104483289016,-0.7071067811865476,0.029596332857645978,1.0,125.0,30,0.022360679774997897
0.03,-0.01881357719641014,-2.6948419387607653e-15,-0.018813577196407444,1.0,125.0,30,0.022360679774997897
0.031,0.6913861766656578,0.7071067811865462,-0.01572060452088843,1.0,125.0,30,0.022360679774997897
0.032,1.0022574074414188,1.0,0.002257407441418682,1.0,125.0,30,0.022360679774997897
0.033,0.7113241801557633,0.7071067811865476,0.004217398969215674,1.0,125.0,30,0.022360679774997897
0.034,-0.009837808235450256,-7.354070601250002e-16,-0.009837808235449521,1.0,125.0,30,0.022360679774997897
0.035,-0.7450275739439152,-0.7071067811865461,-0.03792079275736902,1.0,125.0,30,0.022360679774997897
0.036000000000000004,-0.9805339020348204,-1.0,0.01946609796517962,1.0,125.0,30,0.022360679774997897
0.037,-0.7071566076403779,-0.7071067811865502,-4.982645382770823e-05,1.0,125.0,30,0.022360679774997897
0.038,0.017368262940964288,-2.939771298590236e-15,0.017368262940967227,1.0,125.0,30,0.022360679774997897
0.039,0.7259582953063992,0.707106781186546,0.01885151411985324,1.0,125.0,30,0.022360679774997897
0.04,0.9804571960754694,1.0,-0.019542803924530547,1.0,125.0,30,0.022360679774997897
0.041,0.6857611262745562,0.7071067811865503,-0.021345654911994125,1.0,125.0,30,0.022360679774997897
0.042,0.015162826677446641,-4.904777002955296e-16,0.015162826677447132,1.0,125.0,30,0.022360679774997897
0.043000000000000003,-0.6949104600433473,-0.707106781186546,0.012196321143198696,1.0,125.0,30,0.022360679774997897
0.044,-1.028256811540814,-1.0,-0.028256811540814004,1.0,125.0,30,0.022360679774997897
0.045,-0.6973037209064209,-0.7071067811865529,0.009803060280131998,1.0,125.0,30,0.022360679774997897
0.046,0.005313084640074322,-3.1847006584197066e-15,0.005313084640077507,1.0,125.0,30,0.022360679774997897
0.047,0.7052364503563603,0.7071067811865434,-0.0018703308301830756,1.0,125.0,30,0.022360679774997897
0.048,0.9717625752632483,1.0,-0.028237424736751723,1.0,125.0,30,0.022360679774997897
0.049,0.6943934421369452,0.7071067811865505,-0.012713339049605308,1.0,125.0,30,0.022360679774997897
0.05,0.020624007171047083,-2.45548340466059e-16,0.02062400717104733,1.0,125.0,30,0.022360679774997897
0.051000000000000004,-0.6862070474693007,-0.7071067811865458,0.020899733717245034,1.0,125.0,30,0.022360679774997897
0.052000000000000005,-0.9753882965358033,-1.0,0.02461170346419667,1.0,125.0,30,0.022360679774997897
0.053,-0.7352269814009558,-0.707106781186553,-0.028120200214402768,1.0,125.0,30,0.022360679774997897
0.054,-0.01800636719879792,-3.4296300182491773e-15,-0.01800636719879449,1.0,125.0,30,0.022360679774997897
0.055,0.7276636293844747,0.7071067811865432,0.02055684819793151,1.0,125.0,30,0.022360679774997897
0.056,1.0101387340837167,1.0,0.010138734083716626,1.0,125.0,30,0.022360679774997897
0.057,0.65643224331407,0.7071067811865507,-0.050674537872480635,1.0,125.0,30,0.022360679774997897
0.058,-0.03740319325669557,-6.189806365883577e-19,-0.03740319325669557,1.0,125.0,30,0.022360679774997897
0.059000000000000004,-0.7107725452284774,-0.7071067811865456,-0.0036657640419318774,1.0,125.0,30,0.022360679774997897
0.06,-0.9892345133611573,-1.0,0.010765486638842709,1.0,125.0,30,0.022360679774997897
0.061,-0.6903152265630893,-0.7071067811865532,0.016791554623463933,1.0,125.0,30,0.022360679774997897
0.062,-0.01997335935744839,-3.674559378078648e-15,-0.019973359357444716,1.0,125.0,30,0.022360679774997897
0.063,0.7260007089656715,0.707106781186543,0.01889392777912846,1.0,125.0,30,0.022360679774997897
0.064,1.003360476732974,1.0,0.0033604767329740988,1.0,125.0,30,0.022360679774997897
0.065,0.662302126967812,0.7071067811865508,-0.0448046542187388,1.0,125.0,30,0.022360679774997897
0.066,0.01221145572292132,2.443103791928823e-16,0.012211455722921075,1.0,125.0,30,0.022360679774997897
0.067,-0.711736920176029,-0.7071067811865455,-0.004630138989483502,1.0,125.0,30,0.022360679774997897
0.068,-0.9794973700136583,-1.0,0.020502629986341624,1.0,125.0,30,0.022360679774997897
0.069,-0.7680848174485242,-0.7071067811865483,-0.060978036261975836,1.0,125.0,30,0.022360679774997897
0.07,-0.01215923961141384,-3.919488737908119e-15,-0.012159239611409921,1.0,125.0,30,0.022360679774997897
0.07100000000000001,0.6934873556052478,0.7071067811865479,-0.013619425581300179,1.0,125.0,30,0.022360679774997897
0.07200000000000001,0.9854084966458628,1.0,-0.014591503354137217,1.0,125.0,30,0.022360679774997897
0.073,0.7034981530607847,0.707106781186556,-0.0036086281257713105,1.0,125.0,30,0.022360679774997897
0.074,0.024794935441175215,7.594667096623355e-15,0.02479493544116762,1.0,125.0,30,0.022360679774997897
0.075,-0.7225134504004694,-0.7071067811865402,-0.015406669213929188,1.0,125.0,30,0.022360679774997897
0.076,-1.0266006458102521,-1.0,-0.02660064581025209,1.0,125.0,30,0.022360679774997897
0.077,-0.7141874888632997,-0.7071067811865536,-0.007080707676746131,1.0,125.0,30,0.022360679774997897
0.078,-0.025936881241541906,-4.164418097737589e-15,-0.025936881241537743,1.0,125.0,30,0.022360679774997897
0.079,0.68255186102893,0.7071067811865427,-0.024554920157612736,1.0,125.0,30,0.022360679774997897
0.08,0.9885571533727727,1.0,-0.01144284662722729,1.0,125.0,30,0.022360679774997897
0.081,0.7560810293209552,0.7071067811865511,0.048974248134404125,1.0,125.0,30,0.022360679774997897
0.082,0.01675907367968263,7.839596456452825e-15,0.016759073679674788,1.0,125.0,30,0.022360679774997897
0.083,-0.7165903599686755,-0.7071067811865501,-0.009483578782125364,1.0,125.0,30,0.022360679774997897
0.084,-0.9820050258030124,-1.0,0.017994974196987534,1.0,125.0,30,0.022360679774997897
0.085,-0.6807563193185993,-0.7071067811865487,0.026350461867949412,1.0,125.0,30,0.022360679774997897
0.08600000000000001,0.012569005961391164,-4.40934745756706e-15,0.012569005961395574,1.0,125.0,30,0.022360679774997897
0.08700000000000001,0.7029735328519104,0.7071067811865425,-0.004133248334632025,1.0,125.0,30,0.022360679774997897
0.088,1.0099705269382364,1.0,0.009970526938236473,1.0,125.0,30,0.022360679774997897
0.089,0.7066985478227737,0.7071067811865563,-0.0004082333637825858,1.0,125.0,30,0.022360679774997897
0.09,0.016230332082440208,1.5189953173883297e-14,0.01623033208242502,1.0,125.0,30,0.022360679774997897
0.091,-0.7265927047706906,-0.7071067811865449,-0.019485923584145675,1.0,125.0,30,0.022360679774997897
0.092,-0.9913170310987243,-1.0,0.00868296890127571,1.0,125.0,30,0.022360679774997897
0.093,-0.7333234878969325,-0.7071067811865539,-0.02621670671037861,1.0,125.0,30,0.022360679774997897
0.094,0.022242260264662216,-1.1759704174997533e-14,0.022242260264673977,1.0,125.0,30,0.022360679774997897
0.095,0.6719427120458781,0.7071067811865474,-0.03516406914066928,1.0,125.0,30,0.022360679774997897
0.096,0.9990433491207868,1.0,-0.0009566508792131585,1.0,125.0,30,0.022360679774997897
0.097,0.6731096787546778,0.7071067811865515,-0.03399710243187375,1.0,125.0,30,0.022360679774997897
0.098,0.026567427308380954,8.329455176111767e-15,0.026567427308372624,1.0,125.0,30,0.022360679774997897
0.099,-0.7272601392212921,-0.7071067811865397,-0.020153358034752347,1.0,125.0,30,0.022360679774997897
0.1,-1.0070079880478353,-1.0,-0.007007988047835407,1.0,125.0,30,0.022360679774997897
0.101,-0.7198663327900283,-0.7071067811865491,-0.012759551603479156,1.0,125.0,30,0.022360679774997897
0.10200000000000001,-0.0020795256995971754,-4.899206177226001e-15,-0.002079525699592276,1.0,125.0,30,0.022360679774997897
0.10300000000000001,0.7210367673684442,0.7071067811865421,0.01392998618190214,1.0,125.0,30,0.022360679774997897
0.10400000000000001,1.023741354690377,1.0,0.02374135469037703,1.0,125.0,30,0.022360679774997897
0.105,0.738015353517098,0.7071067811865567,0.03090857233054136,1.0,125.0,30,0.022360679774997897
0.106,0.011941596075147536,1.5679811893542238e-14,0.011941596075131856,1.0,125.0,30,0.022360679774997897
0.107,-0.663829698851192,-0.7071067811865446,0.043277082335352594,1.0,125.0,30,0.022360679774997897
0.108,-0.9887356995080441,-1.0,0.011264300491955885,1.0,125.0,30,0.022360679774997897
0.109,-0.6852279405498167,-0.7071067811865542,0.021878840636737482,1.0,125.0,30,0.022360679774997897
0.11,-0.00671879254924621,-1.2249562894656474e-14,-0.00671879254923396,1.0,125.0,30,0.022360679774997897
0.111,0.6966132521829732,0.707106781186547,-0.01049352900357383,1.0,125.0,30,0.022360679774997897
0.112,1.0208941250727444,1.0,0.020894125072744314,1.0,125.0,30,0.022360679774997897
0.113,0.7219402134727471,0.7071067811865519,0.01483343228619514,1.0,125.0,30,0.022360679774997897
0.114,0.03609864462095523,8.819313895770708e-15,0.03609864462094641,1.0,125.0,30,0.022360679774997897
0.115,-0.6956874794312754,-0.7071067811865394,0.011419301755264004,1.0,125.0,30,0.022360679774997897
0.116,-0.9855291116497865,-1.0,0.01447088835021351,1.0,125.0,30,0.022360679774997897
0.117,-0.6947029091483572,-0.7071067811865495,0.012403872038192237,1.0,125.0,30,0.022360679774997897
0.11800000000000001,0.026618616677973952,-5.389064896884942e-15,0.02661861667797934,1.0,125.0,30,0.022360679774997897
0.11900000000000001,0.6923280121052039,0.7071067811865418,-0.014778769081337956,1.0,125.0,30,0.022360679774997897
0.12,1.003280078543234,1.0,0.0032800785432340537,1.0,125.0,30,0.022360679774997897
0.121,0.7039488322549883,0.707106781186557,-0.003157948931568721,1.0,125.0,30,0.022360679774997897
0.122,0.01440220847667286,1.6169670613201182e-14,0.014402208476656691,1.0,125.0,30,0.022360679774997897
0.123,-0.7033774448001738,-0.7071067811865442,0.0037293363863704384,1.0,125.0,30,0.022360679774997897
0.124,-1.0116457132059729,-1.0,-0.011645713205972765,1.0,125.0,30,0.022360679774997897
0.125,-0.7278652233138644,-0.7071067811865547,-0.02075844212730968,1.0,125.0,30,0.022360679774997897
0.126,0.010326363289443688,-1.2739421614315414e-14,0.010326363289456427,1.0,125.0,30,0.022360679774997897
0.127,0.7270344300144378,0.7071067811865366,0.019927648827901167,1.0,125.0,30,0.022360679774997897
0.128,0.9665658383649416,1.0,-0.03343416163505846,1.0,125.0,30,0.022360679774997897
0.129,0.7172919979717572,0.7071067811865522,0.010185216785205045,1.0,125.0,30,0.022360679774997897
0.13,0.01476249043560648,9.309172615429648e-15,0.01476249043559717,1.0,125.0,30,0.022360679774997897
0.131,-0.6875164157639271,-0.707106781186539,0.019590365422611937,1.0,125.0,30,0.022360679774997897
0.132,-0.9737216650238454,-1.0,0.026278334976154612,1.0,125.0,30,0.022360679774997897
0.133,-0.6975036959833651,-0.7071067811865498,0.009603085203184645,1.0,125.0,30,0.022360679774997897
0.134,0.0010233333577670247,-5.8789236165438834e-15,0.0010233333577729037,1.0,125.0,30,0.022360679774997897
0.135,0.7201061866694113,0.7071067811865415,0.012999405482869812,1.0,125.0,30,0.022360679774997897
0.136,0.9973142148129142,1.0,-0.002685785187085837,1.0,125.0,30,0.022360679774997897
0.137,0.6894186151735261,0.7071067811865474,-0.017688166013021225,1.0,125.0,30,0.022360679774997897
0.138,-0.016362062513530597,2.448674617658118e-15,-0.016362062513533046,1.0,125.0,30,0.022360679774997897
0.139,-0.6403622931014564,-0.7071067811865439,0.06674448808508748,1.0,125.0,30,0.022360679774997897
0.14,-1.0180814582614677,-1.0,-0.018081458261467606,1.0,125.0,30,0.022360679774997897
0.14100000000000001,-0.6989885506471822,-0.7071067811865449,0.00811823053936269,1.0,125.0,30,0.022360679774997897
0.14200000000000002,0.02110808938339296,9.815743812276475e-16,0.021108089383391978,1.0,125.0,30,0.022360679774997897
0.14300000000000002,0.7146591257708623,0.7071067811865464,0.007552344584315946,1.0,125.0,30,0.022360679774997897
0.14400000000000002,1.0045640045797597,1.0,0.004564004579759796,1.0,125.0,30,0.022360679774997897
0.145,0.7232982768395586,0.7071067811865626,0.016191495652996095,1.0,125.0,30,0.022360679774997897
0.146,0.023681199377654123,2.4009886050290594e-14,0.023681199377630115,1.0,125.0,30,0.022360679774997897
0.147,-0.6937324733976419,-0.7071067811865387,0.013374307788896778,1.0,125.0,30,0.022360679774997897
0.148,-0.9946855917123786,-1.0,0.005314408287621468,1.0,125.0,30,0.022360679774997897
0.149,-0.7228201143486533,-0.7071067811865601,-0.015713333162093224,1.0,125.0,30,0.022360679774997897
0.15,0.013642707646162227,-2.057963705140483e-14,0.013642707646182806,1.0,125.0,30,0.022360679774997897
0.151,0.7164197131773691,0.7071067811865411,0.009312931990827968,1.0,125.0,30,0.022360679774997897
0.152,0.9564619727032666,1.0,-0.04353802729673341,1.0,125.0,30,0.022360679774997897
0.153,0.7014533186515645,0.7071067811865578,-0.005653462534993343,1.0,125.0,30,0.022360679774997897
0.154,0.04676852587289421,1.7149388052519063e-14,0.04676852587287706,1.0,125.0,30,0.022360679774997897
0.155,-0.7263835347072584,-0.7071067811865335,-0.019276753520724898,1.0,125.0,30,0.022360679774997897
0.156,-1.0263115143036847,-1.0,-0.026311514303684627,1.0,125.0,30,0.022360679774997897
0.157,-0.6990332636477145,-0.7071067811865553,0.008073517538840839,1.0,125.0,30,0.022360679774997897
0.158,0.004306313209470102,-1.3719139053633297e-14,0.004306313209483821,1.0,125.0,30,0.022360679774997897
0.159,0.7174476157651749,0.7071067811865359,0.010340834578639043,1.0,125.0,30,0.022360679774997897
0.16,1.0129088622786786,1.0,0.012908862278678646,1.0,125.0,30,0.022360679774997897
0.161,0.7371045017410959,0.7071067811865529,0.029997720554542973,1.0,125.0,30,0.022360679774997897
0.162,0.01106196505116919,1.0288890054747531e-14,0.011061965051158902,1.0,125.0,30,0.022360679774997897
0.163,-0.7104977557951888,-0.7071067811865384,-0.003390974608650498,1.0,125.0,30,0.022360679774997897
0.164,-1.021275801886765,-1.0,-0.021275801886764895,1.0,125.0,30,0.022360679774997897
0.165,-0.6908572424739264,-0.7071067811865606,0.016249538712634123,1.0,125.0,30,0.022360679774997897
0.166,-0.0318695626842869,7.352213659340238e-15,-0.03186956268429426,1.0,125.0,30,0.022360679774997897
0.167,0.6981696871388786,0.7071067811865508,-0.008937094047672184,1.0,125.0,30,0.022360679774997897
0.168,0.9939550143898694,1.0,-0.006044985610130514,1.0,125.0,30,0.022360679774997897
0.169,0.7009731754187661,0.707106781186548,-0.006133605767781935,1.0,125.0,30,0.022360679774997897
0.17,-0.0011428928202133009,3.4283920569760004e-15,-0.0011428928202167293,1.0,125.0,30,0.022360679774997897
0.171,-0.7201794924357074,-0.7071067811865432,-0.01307271124916419,1.0,125.0,30,0.022360679774997897
0.17200000000000001,-0.9809502626665603,-1.0,0.019049737333439756,1.0,125.0,30,0.022360679774997897
0.17300000000000001,-0.6381006089267323,-0.7071067811865557,0.06900617225982343,1.0,125.0,30,0.022360679774997897
0.17400000000000002,0.021823197180889656,-1.4208997773292239e-14,0.021823197180903864,1.0,125.0,30,0.022360679774997897
