t,x,signal,noise,A,f0,snr_db,sigma
0.0,3.4172156962058344,1.0,2.4172156962058344,1.0,125.0,-10,2.23606797749979
0.001,3.5108599744237283,0.7071067811865476,2.803753193237181,1.0,125.0,-10,2.23606797749979
0.002,-1.4080126315649149,6.123233995736766e-17,-1.4080126315649149,1.0,125.0,-10,2.23606797749979
0.003,-1.3783982342818506,-0.7071067811865475,-0.6712914530953032,1.0,125.0,-10,2.23606797749979
0.004,-3.8480904966319973,-1.0,-2.8480904966319973,1.0,125.0,-10,2.23606797749979
0.005,0.4896825645058229,-0.7071067811865477,1.1967893456923706,1.0,125.0,-10,2.23606797749979
0.006,-0.4971703628917217,-1.8369701987210297e-16,-0.4971703628917215,1.0,125.0,-10,2.23606797749979
0.007,1.089892416211638,0.7071067811865474,0.38278563502509055,1.0,125.0,-10,2.23606797749979
0.008,0.0934276538073826,1.0,-0.9065723461926174,1.0,125.0,-10,2.23606797749979
0.009000000000000001,3.403649516551577,0.7071067811865477,2.6965427353650298,1.0,125.0,-10,2.23606797749979
0.01,1.7267037603435564,3.061616997868383e-16,1.7267037603435562,1.0,125.0,-10,2.23606797749979
0.011,1.3231953075411398,-0.7071067811865467,2.0303020887276864,1.0,125.0,-10,2.23606797749979
0.012,-0.04628916905622682,-1.0,0.9537108309437732,1.0,125.0,-10,2.23606797749979
0.013000000000000001,-0.6681859114306848,-0.7071067811865471,0.038920869755862245,1.0,125.0,-10,2.23606797749979
0.014,-2.710828217999498,-4.286263797015736e-16,-2.7108282179994974,1.0,125.0,-10,2.23606797749979
0.015,6.780557731359307,0.7071067811865466,6.073450950172761,1.0,125.0,-10,2.23606797749979
0.016,6.624303273256528,1.0,5.624303273256528,1.0,125.0,-10,2.23606797749979
0.017,-2.712923187364071,0.7071067811865472,-3.4200299685506184,1.0,125.0,-10,2.23606797749979
0.018000000000000002,0.59813553403907,5.51091059616309e-16,0.5981355340390695,1.0,125.0,-10,2.23606797749979
0.019,-0.9884540927442957,-0.7071067811865465,-0.28134731155774934,1.0,125.0,-10,2.23606797749979
0.02,-0.5930171409592319,-1.0,0.40698285904076814,1.0,125.0,-10,2.23606797749979
0.021,-3.2027901071484237,-0.7071067811865474,-2.4956833259618763,1.0,125.0,-10,2.23606797749979
0.022,0.26635360321624246,-2.4499125789312946e-15,0.2663536032162449,1.0,125.0,-10,2.23606797749979
0.023,0.2600182861488631,0.7071067811865464,-0.4470884950376833,1.0,125.0,-10,2.23606797749979
0.024,-1.4945743143895558,1.0,-2.494574314389556,1.0,125.0,-10,2.23606797749979
0.025,-0.38312988511867596,0.7071067811865475,-1.0902366663052234,1.0,125.0,-10,2.23606797749979
0.026000000000000002,-0.6111187335504774,-9.803364199544708e-16,-0.6111187335504764,1.0,125.0,-10,2.23606797749979
0.027,-0.22645040284580548,-0.7071067811865464,0.4806563783407409,1.0,125.0,-10,2.23606797749979
0.028,-1.041349374252924,-1.0,-0.041349374252924,1.0,125.0,-10,2.23606797749979
0.029,-2.0840581783449244,-0.7071067811865476,-1.3769513971583767,1.0,125.0,-10,2.23606797749979
0.03,-0.40390721535847507,-2.6948419387607653e-15,-0.40390721535847235,1.0,125.0,-10,2.23606797749979
0.031,-0.12958817162923097,0.7071067811865462,-0.8366949528157772,1.0,125.0,-10,2.23606797749979
0.032,0.2297302758997759,1.0,-0.7702697241002241,1.0,125.0,-10,2.23606797749979
0.033,-4.881160492882695,0.7071067811865476,-5.588267274069243,1.0,125.0,-10,2.23606797749979
0.034,-5.984065764146039,-7.354070601250002e-16,-5.984065764146038,1.0,125.0,-10,2.23606797749979
0.035,1.1674998028539774,-0.7071067811865461,1.8746065840405235,1.0,125.0,-10,2.23606797749979
0.036000000000000004,0.3568892520942899,-1.0,1.35688925209429,1.0,125.0,-10,2.23606797749979
0.037,-0.47810010916197443,-0.7071067811865502,0.22900667202457584,1.0,125.0,-10,2.23606797749979
0.038,-0.3301868248296238,-2.939771298590236e-15,-0.33018682482962086,1.0,125.0,-10,2.23606797749979
0.039,2.911679224356079,0.707106781186546,2.204572443169533,1.0,125.0,-10,2.23606797749979
0.04,1.5950544074508208,1.0,0.5950544074508209,1.0,125.0,-10,2.23606797749979
0.041,1.5958679352220324,0.7071067811865503,0.888761154035482,1.0,125.0,-10,2.23606797749979
0.042,0.7779744166986211,-4.904777002955296e-16,0.7779744166986216,1.0,125.0,-10,2.23606797749979
0.043000000000000003,1.9518540924251888,-0.707106781186546,2.658960873611735,1.0,125.0,-10,2.23606797749979
0.044,-4.451480944549038,-1.0,-3.4514809445490386,1.0,125.0,-10,2.23606797749979
0.045,-2.570812859421435,-0.7071067811865529,-1.8637060782348822,1.0,125.0,-10,2.23606797749979
0.046,-0.20965284095855158,-3.1847006584197066e-15,-0.2096528409585484,1.0,125.0,-10,2.23606797749979
0.047,0.09450011016178728,0.7071067811865434,-0.6126066710247561,1.0,125.0,-10,2.23606797749979
0.048,-0.3469879619149363,1.0,-1.3469879619149363,1.0,125.0,-10,2.23606797749979
0.049,0.378490772878096,0.7071067811865505,-0.32861600830845444,1.0,125.0,-10,2.23606797749979
0.05,1.090253541987115,-2.45548340466059e-16,1.0902535419871153,1.0,125.0,-10,2.23606797749979
0.051000000000000004,-2.6901057771146837,-0.7071067811865458,-1.982998995928138,1.0,125.0,-10,2.23606797749979
0.052000000000000005,-2.8152190230784084,-1.0,-1.8152190230784087,1.0,125.0,-10,2.23606797749979
0.053,-0.4713577614171329,-0.707106781186553,0.2357490197694201,1.0,125.0,-10,2.23606797749979
0.054,-0.18551730235142275,-3.4296300182491773e-15,-0.1855173023514193,1.0,125.0,-10,2.23606797749979
0.055,1.904307476137188,0.7071067811865432,1.1972006949506449,1.0,125.0,-10,2.23606797749979
0.056,1.0584971389654374,1.0,0.05849713896543736,1.0,125.0,-10,2.23606797749979
0.057,0.8586242541850879,0.7071067811865507,0.15151747299853727,1.0,125.0,-10,2.23606797749979
0.058,1.5970865222555244,-6.189806365883577e-19,1.5970865222555244,1.0,125.0,-10,2.23606797749979
0.059000000000000004,-2.844554504386547,-0.7071067811865456,-2.137447723200001,1.0,125.0,-10,2.23606797749979
0.06,-0.3429411863612979,-1.0,0.6570588136387021,1.0,125.0,-10,2.23606797749979
0.061,-1.6475454467766126,-0.7071067811865532,-0.9404386655900594,1.0,125.0,-10,2.23606797749979
0.062,1.810600929169778,-3.674559378078648e-15,1.8106009291697818,1.0,125.0,-10,2.23606797749979
0.063,-0.48096126680461904,0.707106781186543,-1.188068047991162,1.0,125.0,-10,2.23606797749979
0.064,1.1069000693938869,1.0,0.10690006939388677,1.0,125.0,-10,2.23606797749979
0.065,0.6833404021638874,0.7071067811865508,-0.023766379022663427,1.0,125.0,-10,2.23606797749979
0.066,0.25267143413098747,2.443103791928823e-16,0.25267143413098725,1.0,125.0,-10,2.23606797749979
0.067,1.282198432397396,-0.7071067811865455,1.9893052135839415,1.0,125.0,-10,2.23606797749979
0.068,-0.8907980967745202,-1.0,0.10920190322547989,1.0,125.0,-10,2.23606797749979
0.069,1.7211376927426576,-0.7071067811865483,2.428244473929206,1.0,125.0,-10,2.23606797749979
0.07,0.8331712971847286,-3.919488737908119e-15,0.8331712971847325,1.0,125.0,-10,2.23606797749979
0.07100000000000001,2.351830302071942,0.7071067811865479,1.6447235208853943,1.0,125.0,-10,2.23606797749979
0.07200000000000001,0.30201150758226747,1.0,-0.6979884924177325,1.0,125.0,-10,2.23606797749979
0.073,4.045811953268679,0.707106781186556,3.3387051720821224,1.0,125.0,-10,2.23606797749979
0.074,0.45797160178735097,7.594667096623355e-15,0.45797160178734336,1.0,125.0,-10,2.23606797749979
0.075,6.093548476747818,-0.7071067811865402,6.800655257934358,1.0,125.0,-10,2.23606797749979
0.076,1.432308344083466,-1.0,2.432308344083466,1.0,125.0,-10,2.23606797749979
0.077,-4.527119694696298,-0.7071067811865536,-3.8200129135097445,1.0,125.0,-10,2.23606797749979
0.078,1.127365153422677,-4.164418097737589e-15,1.1273651534226812,1.0,125.0,-10,2.23606797749979
0.079,0.579848071528632,0.7071067811865427,-0.12725870965791058,1.0,125.0,-10,2.23606797749979
0.08,1.820396406318471,1.0,0.8203964063184709,1.0,125.0,-10,2.23606797749979
0.081,-0.6556278373487018,0.7071067811865511,-1.362734618535253,1.0,125.0,-10,2.23606797749979
0.082,-0.1578225733744744,7.839596456452825e-15,-0.15782257337448222,1.0,125.0,-10,2.23606797749979
0.083,2.4867099746478467,-0.7071067811865501,3.193816755834397,1.0,125.0,-10,2.23606797749979
0.084,-4.681752861583832,-1.0,-3.681752861583832,1.0,125.0,-10,2.23606797749979
0.085,1.8309075142919693,-0.7071067811865487,2.538014295478518,1.0,125.0,-10,2.23606797749979
0.08600000000000001,1.4459316306664556,-4.40934745756706e-15,1.44593163066646,1.0,125.0,-10,2.23606797749979
0.08700000000000001,0.35908228925218644,0.7071067811865425,-0.34802449193435603,1.0,125.0,-10,2.23606797749979
0.088,-0.1526017744563175,1.0,-1.1526017744563175,1.0,125.0,-10,2.23606797749979
0.089,2.0160000270850444,0.7071067811865563,1.3088932458984879,1.0,125.0,-10,2.23606797749979
0.09,-2.455832106169033,1.5189953173883297e-14,-2.4558321061690482,1.0,125.0,-10,2.23606797749979
0.091,0.10143567340999216,-0.7071067811865449,0.8085424545965371,1.0,125.0,-10,2.23606797749979
0.092,0.5566981895653516,-1.0,1.5566981895653516,1.0,125.0,-10,2.23606797749979
0.093,-2.700637351616598,-0.7071067811865539,-1.9935305704300441,1.0,125.0,-10,2.23606797749979
0.094,-0.0489103580104483,-1.1759704174997533e-14,-0.04891035801043654,1.0,125.0,-10,2.23606797749979
0.095,2.4369986730879587,0.7071067811865474,1.7298918919014115,1.0,125.0,-10,2.23606797749979
0.096,1.8819898943779363,1.0,0.8819898943779363,1.0,125.0,-10,2.23606797749979
0.097,5.098516320595114,0.7071067811865515,4.391409539408563,1.0,125.0,-10,2.23606797749979
0.098,-0.68813381513805,8.329455176111767e-15,-0.6881338151380584,1.0,125.0,-10,2.23606797749979
0.099,-0.6418353210601488,-0.7071067811865397,0.0652714601263909,1.0,125.0,-10,2.23606797749979
0.1,-5.695482892948184,-1.0,-4.695482892948184,1.0,125.0,-10,2.23606797749979
0.101,3.132811711411569,-0.7071067811865491,3.8399184925981182,1.0,125.0,-10,2.23606797749979
0.10200000000000001,1.473443350463935,-4.899206177226001e-15,1.47344335046394,1.0,125.0,-10,2.23606797749979
0.10300000000000001,5.258580680648029,0.7071067811865421,4.551473899461487,1.0,125.0,-10,2.23606797749979
0.10400000000000001,-0.7953396603905638,1.0,-1.7953396603905638,1.0,125.0,-10,2.23606797749979
0.105,1.7625482962129002,0.7071067811865567,1.0554415150263436,1.0,125.0,-10,2.23606797749979
0.106,-0.424020162991354,1.5679811893542238e-14,-0.42402016299136963,1.0,125.0,-10,2.23606797749979
0.107,-3.6674181973824878,-0.7071067811865446,-2.960311416195943,1.0,125.0,-10,2.23606797749979
0.108,3.6609781033763236,-1.0,4.660978103376324,1.0,125.0,-10,2.23606797749979
0.109,-3.7201909145243373,-0.7071067811865542,-3.013084133337783,1.0,125.0,-10,2.23606797749979
0.11,-1.7258710399287356,-1.2249562894656474e-14,-1.7258710399287234,1.0,125.0,-10,2.23606797749979
0.111,1.497006874576218,0.707106781186547,0.7899000933896709,1.0,125.0,-10,2.23606797749979
0.112,3.808409884396019,1.0,2.808409884396019,1.0,125.0,-10,2.23606797749979
0.113,4.602854381098373,0.7071067811865519,3.8957475999118207,1.0,125.0,-10,2.23606797749979
0.114,-1.2476139167528164,8.819313895770708e-15,-1.2476139167528253,1.0,125.0,-10,2.23606797749979
0.115,2.093285871241322,-0.7071067811865394,2.8003926524278615,1.0,125.0,-10,2.23606797749979
0.116,1.0229991307594335,-1.0,2.0229991307594335,1.0,125.0,-10,2.23606797749979
0.117,-2.8828098685341788,-0.7071067811865495,-2.1757030873476295,1.0,125.0,-10,2.23606797749979
0.11800000000000001,0.1770344201357829,-5.389064896884942e-15,0.1770344201357883,1.0,125.0,-10,2.23606797749979
0.11900000000000001,-4.382328104608378,0.7071067811865418,-5.08943488579492,1.0,125.0,-10,2.23606797749979
0.12,2.6457893424882837,1.0,1.6457893424882835,1.0,125.0,-10,2.23606797749979
0.121,1.4311251829600367,0.707106781186557,0.7240184017734798,1.0,125.0,-10,2.23606797749979
0.122,0.9203995129687519,1.6169670613201182e-14,0.9203995129687357,1.0,125.0,-10,2.23606797749979
0.123,0.6760342691315885,-0.7071067811865442,1.3831410503181327,1.0,125.0,-10,2.23606797749979
0.124,-0.6143041703503778,-1.0,0.38569582964962223,1.0,125.0,-10,2.23606797749979
0.125,-1.1019421760618924,-0.7071067811865547,-0.39483539487533764,1.0,125.0,-10,2.23606797749979
0.126,-0.03957873168519388,-1.2739421614315414e-14,-0.03957873168518114,1.0,125.0,-10,2.23606797749979
0.127,1.3278268430494677,0.7071067811865366,0.6207200618629312,1.0,125.0,-10,2.23606797749979
0.128,-2.3339780796785075,1.0,-3.3339780796785075,1.0,125.0,-10,2.23606797749979
0.129,-1.682263325733683,0.7071067811865522,-2.3893701069202353,1.0,125.0,-10,2.23606797749979
0.13,1.0269992928436342,9.309172615429648e-15,1.026999292843625,1.0,125.0,-10,2.23606797749979
0.131,-4.537322014602355,-0.707106781186539,-3.8302152334158164,1.0,125.0,-10,2.23606797749979
0.132,-1.362129627604451,-1.0,-0.362129627604451,1.0,125.0,-10,2.23606797749979
0.133,4.0301941577695,-0.7071067811865498,4.73730093895605,1.0,125.0,-10,2.23606797749979
0.134,4.848034341975887,-5.8789236165438834e-15,4.848034341975893,1.0,125.0,-10,2.23606797749979
0.135,3.0863810156837213,0.7071067811865415,2.3792742344971796,1.0,125.0,-10,2.23606797749979
0.136,0.7998459090237489,1.0,-0.20015409097625114,1.0,125.0,-10,2.23606797749979
0.137,-2.1346289819431035,0.7071067811865474,-2.841735763129651,1.0,125.0,-10,2.23606797749979
0.138,0.4503067284973029,2.448674617658118e-15,0.45030672849730047,1.0,125.0,-10,2.23606797749979
0.139,-1.3360377970890096,-0.7071067811865439,-0.6289310159024657,1.0,125.0,-10,2.23606797749979
0.14,-3.5803840736918207,-1.0,-2.5803840736918207,1.0,125.0,-10,2.23606797749979
0.14100000000000001,-0.7997563788751143,-0.7071067811865449,-0.09264959768856942,1.0,125.0,-10,2.23606797749979
0.14200000000000002,0.30826062998674963,9.815743812276475e-16,0.30826062998674864,1.0,125.0,-10,2.23606797749979
0.14300000000000002,1.44792735885947,0.7071067811865464,0.7408205776729238,1.0,125.0,-10,2.23606797749979
0.14400000000000002,3.5574726728202535,1.0,2.5574726728202535,1.0,125.0,-10,2.23606797749979
0.145,-0.12431052377282825,0.7071067811865626,-0.8314173049593908,1.0,125.0,-10,2.23606797749979
0.146,-1.7416089021634624,2.4009886050290594e-14,-1.7416089021634864,1.0,125.0,-10,2.23606797749979
0.147,-1.9458654857918911,-0.7071067811865387,-1.2387587046053523,1.0,125.0,-10,2.23606797749979
0.148,1.523494898474437,-1.0,2.523494898474437,1.0,125.0,-10,2.23606797749979
0.149,-1.5798690465184775,-0.7071067811865601,-0.8727622653319175,1.0,125.0,-10,2.23606797749979
0.15,-1.8008421110953878,-2.057963705140483e-14,-1.8008421110953672,1.0,125.0,-10,2.23606797749979
0.151,2.0239666602813453,0.7071067811865411,1.316859879094804,1.0,125.0,-10,2.23606797749979
0.152,-1.7938756124610644,1.0,-2.7938756124610644,1.0,125.0,-10,2.23606797749979
0.153,-5.014244700093795,0.7071067811865578,-5.721351481280353,1.0,125.0,-10,2.23606797749979
0.154,-0.06169958289630711,1.7149388052519063e-14,-0.061699582896324254,1.0,125.0,-10,2.23606797749979
0.155,0.10840135057378575,-0.7071067811865335,0.8155081317603192,1.0,125.0,-10,2.23606797749979
0.156,-4.547987614834231,-1.0,-3.5479876148342306,1.0,125.0,-10,2.23606797749979
0.157,-1.0522018431911222,-0.7071067811865553,-0.34509506200456685,1.0,125.0,-10,2.23606797749979
0.158,4.468224898864023,-1.3719139053633297e-14,4.468224898864037,1.0,125.0,-10,2.23606797749979
