t,x,signal,noise,A,f0,snr_db,sigma
0.0,1.3724285746464246,1.0,0.3724285746464247,1.0,125.0,10,0.22360679774997896
0.001,0.7343835850132419,0.7071067811865476,0.02727680382669433,1.0,125.0,10,0.22360679774997896
0.002,-0.42514460244606533,6.123233995736766e-17,-0.4251446024460654,1.0,125.0,10,0.22360679774997896
0.003,-0.8620675244338565,-0.7071067811865475,-0.15496074324730896,1.0,125.0,10,0.22360679774997896
0.004,-1.32101737587631,-1.0,-0.32101737587630985,1.0,125.0,10,0.22360679774997896
0.005,-0.38197477800187557,-0.7071067811865477,0.3251320031846721,1.0,125.0,10,0.22360679774997896
0.006,0.0025048140766668315,-1.8369701987210297e-16,0.0025048140766670154,1.0,125.0,10,0.22360679774997896
0.007,0.9367924469489659,0.7071067811865474,0.2296856657624185,1.0,125.0,10,0.22360679774997896
0.008,1.0825148551456907,1.0,0.08251485514569061,1.0,125.0,10,0.22360679774997896
0.009000000000000001,1.2310609551085352,0.7071067811865477,0.5239541739219875,1.0,125.0,10,0.22360679774997896
0.01,0.16487311112740058,3.061616997868383e-16,0.16487311112740027,1.0,125.0,10,0.22360679774997896
0.011,-0.8100088324656042,-0.7071067811865467,-0.10290205127905751,1.0,125.0,10,0.22360679774997896
0.012,-0.9205715556754102,-1.0,0.07942844432458979,1.0,125.0,10,0.22360679774997896
0.013000000000000001,-0.6463070315956116,-0.7071067811865471,0.060799749590935516,1.0,125.0,10,0.22360679774997896
0.014,0.09084747617196186,-4.286263797015736e-16,0.09084747617196229,1.0,125.0,10,0.22360679774997896
0.015,0.8935113830168662,0.7071067811865466,0.18640460183031957,1.0,125.0,10,0.22360679774997896
0.016,0.6799285631647654,1.0,-0.3200714368352347,1.0,125.0,10,0.22360679774997896
0.017,0.6030441689987303,0.7071067811865472,-0.10406261218781694,1.0,125.0,10,0.22360679774997896
0.018000000000000002,0.16738776571729594,5.51091059616309e-16,0.16738776571729538,1.0,125.0,10,0.22360679774997896
0.019,-1.127015970174308,-0.7071067811865465,-0.41990918898776164,1.0,125.0,10,0.22360679774997896
0.02,-0.9562292407432105,-1.0,0.04377075925678958,1.0,125.0,10,0.22360679774997896
0.021,-0.6097612527903405,-0.7071067811865474,0.0973455283962068,1.0,125.0,10,0.22360679774997896
0.022,-0.20175148093112427,-2.4499125789312946e-15,-0.20175148093112183,1.0,125.0,10,0.22360679774997896
0.023,0.7641385108968314,0.7071067811865464,0.057031729710285035,1.0,125.0,10,0.22360679774997896
0.024,1.1552333562668222,1.0,0.1552333562668222,1.0,125.0,10,0.22360679774997896
0.025,1.0122093081101065,0.7071067811865475,0.30510252692355905,1.0,125.0,10,0.22360679774997896
0.026000000000000002,-0.05477539998998566,-9.803364199544708e-16,-0.05477539998998468,1.0,125.0,10,0.22360679774997896
0.027,-0.7116139909292535,-0.7071067811865464,-0.004507209742707092,1.0,125.0,10,0.22360679774997896
0.028,-0.6980981985383505,-1.0,0.3019018014616494,1.0,125.0,10,0.22360679774997896
0.029,-0.6505856778336219,-0.7071067811865476,0.05652110335292574,1.0,125.0,10,0.22360679774997896
0.03,-0.039291857204356205,-2.6948419387607653e-15,-0.03929185720435351,1.0,125.0,10,0.22360679774997896
0.031,0.3567660646071684,0.7071067811865462,-0.3503407165793778,1.0,125.0,10,0.22360679774997896
